12,11.15672249,10.58954367
11.15672249,10.58954367,10.25710997
10.58954367,10.25710997,10.1249031
10.25710997,10.1249031,10.16397804
10.1249031,10.16397804,10.34968652
10.16397804,10.34968652,10.66044796
10.34968652,10.66044796,11.07659113
10.66044796,11.07659113,11.57927743
11.07659113,11.57927743,12.14952196
11.57927743,12.14952196,12.76734437
12.14952196,12.76734437,13.41110377
12.76734437,13.41110377,14.05709504
13.41110377,14.05709504,14.67950019
14.05709504,14.67950019,15.25078763
14.67950019,15.25078763,15.74262333
15.25078763,15.74262333,16.12729417
15.74262333,16.12729417,16.37954628
16.12729417,16.37954628,16.47862836
16.37954628,16.47862836,16.41023365
16.47862836,16.41023365,16.16799378
16.41023365,16.16799378,15.75422237
16.16799378,15.75422237,15.17973694
15.75422237,15.17973694,14.462772
15.17973694,14.462772,13.62717692
14.462772,13.62717692,12.70021459
13.62717692,12.70021459,11.71031098
12.70021459,11.71031098,10.68505475
11.71031098,10.68505475,9.649642597
10.68505475,9.649642597,8.62584889
9.649642597,8.62584889,7.631499446
8.62584889,7.631499446,6.680365877
7.631499446,6.680365877,5.782368748
6.680365877,5.782368748,4.943977743
5.782368748,4.943977743,4.168713475
4.943977743,4.168713475,3.457678843
4.168713475,3.457678843,2.810071172
3.457678843,2.810071172,2.22364612
2.810071172,2.22364612,1.695119237
2.22364612,1.695119237,1.220501275
1.695119237,1.220501275,0.795369731
1.220501275,0.795369731,0.415082597
0.795369731,0.415082597,0.074941812
0.415082597,0.074941812,-0.229685698
0.074941812,-0.229685698,-0.503281968
-0.229685698,-0.503281968,-0.750120199
-0.503281968,-0.750120199,-0.974229365
-0.750120199,-0.974229365,-1.179376293
-0.974229365,-1.179376293,-1.369061069
-1.179376293,-1.369061069,-1.546522394
-1.369061069,-1.546522394,-1.714750134
-1.546522394,-1.714750134,-1.87650285
-1.714750134,-1.87650285,-2.034328549
-1.87650285,-2.034328549,-2.19058726
-2.034328549,-2.19058726,-2.347474321
-2.19058726,-2.347474321,-2.507043514
-2.347474321,-2.507043514,-2.671229333
-2.507043514,-2.671229333,-2.841867825
-2.671229333,-2.841867825,-3.020715464
-2.841867825,-3.020715464,-3.209465627
-3.020715464,-3.209465627,-3.409762156
-3.209465627,-3.409762156,-3.6232095
-3.409762156,-3.6232095,-3.851378819
-3.6232095,-3.851378819,-4.095809326
-3.851378819,-4.095809326,-4.35800397
-4.095809326,-4.35800397,-4.639418403
-4.35800397,-4.639418403,-4.941441937
-4.639418403,-4.941441937,-5.265368998
-4.941441937,-5.265368998,-5.612359358
-5.265368998,-5.612359358,-5.98338526
-5.612359358,-5.98338526,-6.379163499
-5.98338526,-6.379163499,-6.800070599
-6.379163499,-6.800070599,-7.246039621
-6.800070599,-7.246039621,-7.716437911
-7.246039621,-7.716437911,-8.209926481
-7.716437911,-8.209926481,-8.724303763
-8.209926481,-8.724303763,-9.256339558
-8.724303763,-9.256339558,-9.801608922
-9.256339558,-9.801608922,-10.3543407
-9.801608922,-10.3543407,-10.90730088
-10.3543407,-10.90730088,-11.45173628
-10.90730088,-11.45173628,-11.97740799
-11.45173628,-11.97740799,-12.47274496
-11.97740799,-12.47274496,-12.92514383
-12.47274496,-12.92514383,-13.32143015
-12.92514383,-13.32143015,-13.64847772
-13.32143015,-13.64847772,-13.89395734
-13.64847772,-13.89395734,-14.04715841
-13.89395734,-14.04715841,-14.09980119
-14.04715841,-14.09980119,-14.04674257
-14.09980119,-14.04674257,-13.88647918
-14.04674257,-13.88647918,-13.62137234
-13.88647918,-13.62137234,-13.25755662
-13.62137234,-13.25755662,-12.80454046
-13.25755662,-12.80454046,-12.27455229
