-1,-1.126226968,-1.213194415
-1.126226968,-1.213194415,-1.27089
-1.213194415,-1.27089,-1.306649073
-1.27089,-1.306649073,-1.325780979
-1.306649073,-1.325780979,-1.332091841
-1.325780979,-1.332091841,-1.328294423
-1.332091841,-1.328294423,-1.316317413
-1.328294423,-1.316317413,-1.297533102
-1.316317413,-1.297533102,-1.272922252
-1.297533102,-1.272922252,-1.243192127
-1.272922252,-1.243192127,-1.208860342
-1.243192127,-1.208860342,-1.170314083
-1.208860342,-1.170314083,-1.127851777
-1.170314083,-1.127851777,-1.081712313
-1.127851777,-1.081712313,-1.032095482
-1.081712313,-1.032095482,-0.979176246
-1.032095482,-0.979176246,-0.92311466
-0.979176246,-0.92311466,-0.864062752
-0.92311466,-0.864062752,-0.802169271
-0.864062752,-0.802169271,-0.737582925
-0.802169271,-0.737582925,-0.670454567
-0.737582925,-0.670454567,-0.600938634
-0.670454567,-0.600938634,-0.529194058
-0.600938634,-0.529194058,-0.455384801
-0.529194058,-0.455384801,-0.37968012
-0.455384801,-0.37968012,-0.302254635
-0.37968012,-0.302254635,-0.223288261
-0.302254635,-0.223288261,-0.142966028
-0.223288261,-0.142966028,-0.061477821
-0.142966028,-0.061477821,0.020981931
-0.061477821,0.020981931,0.104214625
0.020981931,0.104214625,0.188017881
0.104214625,0.188017881,0.272185979
0.188017881,0.272185979,0.356510311
0.272185979,0.356510311,0.440779861
0.356510311,0.440779861,0.524781697
0.440779861,0.524781697,0.608301479
0.524781697,0.608301479,0.691123982
0.608301479,0.691123982,0.773033626
0.691123982,0.773033626,0.853815013
0.773033626,0.853815013,0.933253476
0.853815013,0.933253476,1.011135625
0.933253476,1.011135625,1.087249905
1.011135625,1.087249905,1.161387151
1.087249905,1.161387151,1.233341141
1.161387151,1.233341141,1.302909153
1.233341141,1.302909153,1.369892518
1.302909153,1.369892518,1.434097165
1.369892518,1.434097165,1.495334167
1.434097165,1.495334167,1.553420271
1.495334167,1.553420271,1.608178425
1.553420271,1.608178425,1.659438295
1.608178425,1.659438295,1.707036766
1.659438295,1.707036766,1.750818432
1.707036766,1.750818432,1.790636072
1.750818432,1.790636072,1.826351103
1.790636072,1.826351103,1.857834024
1.826351103,1.857834024,1.884964833
1.857834024,1.884964833,1.907633424
1.884964833,1.907633424,1.925739966
1.907633424,1.925739966,1.939195251
1.925739966,1.939195251,1.94792102
1.939195251,1.94792102,1.951850265
1.94792102,1.951850265,1.950927499
1.951850265,1.950927499,1.945108996
1.950927499,1.945108996,1.93436301
1.945108996,1.93436301,1.918669952
1.93436301,1.918669952,1.898022544
1.918669952,1.898022544,1.87242594
1.898022544,1.87242594,1.841897811
1.87242594,1.841897811,1.8064684
1.841897811,1.8064684,1.766180551
1.8064684,1.766180551,1.721089694
1.766180551,1.721089694,1.671263806
1.721089694,1.671263806,1.616783341
1.671263806,1.616783341,1.557741121
1.616783341,1.557741121,1.494242208
1.557741121,1.494242208,1.426403733
1.494242208,1.426403733,1.354354707
1.426403733,1.354354707,1.278235794
1.354354707,1.278235794,1.198199063
1.278235794,1.198199063,1.114407705
1.198199063,1.114407705,1.02703573
1.114407705,1.02703573,0.936267634
1.02703573,0.936267634,0.84229804
0.936267634,0.84229804,0.745331313
0.84229804,0.745331313,0.645581153
0.745331313,0.645581153,0.54327016
0.645581153,0.54327016,0.438629381
0.54327016,0.438629381,0.331897821
0.438629381,0.331897821,0.223321947
0.331897821,0.223321947,0.113155157
0.223321947,0.113155157,0.001657234
0.113155157,0.001657234,-0.110906224
0.001657234,-0.110906224,-0.224264395
-0.110906224,-0.224264395,-0.33814184
-0.224264395,-0.33814184,-0.452259132
-0.33814184,-0.452259132,-0.566333502
-0.452259132,-0.566333502,-0.680079497
-0.566333502,-0.680079497,-0.793209658
-0.680079497,-0.793209658,-0.905435208
-0.793209658,-0.905435208,-1.016466755
-0.905435208,-1.016466755,-1.126014997
-1.016466755,-1.126014997,-1.233791449
-1.126014997,-1.233791449,-1.339509162
-1.233791449,-1.339509162,-1.442883456
-1.339509162,-1.442883456,-1.543632652
-1.442883456,-1.543632652,-1.641478808
-1.543632652,-1.641478808,-1.736148448
-1.641478808,-1.736148448,-1.827373298
-1.736148448,-1.827373298,-1.914891004
-1.827373298,-1.914891004,-1.998445854
-1.914891004,-1.998445854,-2.077789485
-1.998445854,-2.077789485,-2.152681583
-2.077789485,-2.152681583,-2.222890566
-2.152681583,-2.222890566,-2.288194257
-2.222890566,-2.288194257,-2.348380533
-2.288194257,-2.348380533,-2.403247968
-2.348380533,-2.403247968,-2.45260644
-2.403247968,-2.45260644,-2.496277729
-2.45260644,-2.496277729,-2.534096084
-2.496277729,-2.534096084,-2.565908767
-2.534096084,-2.565908767,-2.591576571
-2.565908767,-2.591576571,-2.610974303
-2.591576571,-2.610974303,-2.623991248
-2.610974303,-2.623991248,-2.630531589
-2.623991248,-2.630531589,-2.630514801
-2.630531589,-2.630514801,-2.623876011
-2.630514801,-2.623876011,-2.610566319
-2.623876011,-2.610566319,-2.590553083
-2.610566319,-2.590553083,-2.563820166
-2.590553083,-2.563820166,-2.530368148
-2.563820166,-2.530368148,-2.490214491
-2.530368148,-2.490214491,-2.443393668
-2.490214491,-2.443393668,-2.389957249
-2.443393668,-2.389957249,-2.329973951
-2.389957249,-2.329973951,-2.26352963
-2.329973951,-2.26352963,-2.190727249
-2.26352963,-2.190727249,-2.11168679
-2.190727249,-2.11168679,-2.026545125
-2.11168679,-2.026545125,-1.935455846
-2.026545125,-1.935455846,-1.838589052
-1.935455846,-1.838589052,-1.736131084
-1.838589052,-1.736131084,-1.62828423
-1.736131084,-1.62828423,-1.515266374
-1.62828423,-1.515266374,-1.397310612
-1.515266374,-1.397310612,-1.274664821
-1.397310612,-1.274664821,-1.147591187
-1.274664821,-1.147591187,-1.016365693
-1.147591187,-1.016365693,-0.881277569
-1.016365693,-0.881277569,-0.7426287
-0.881277569,-0.7426287,-0.600732998
-0.7426287,-0.600732998,-0.455915736
-0.600732998,-0.455915736,-0.30851285
-0.455915736,-0.30851285,-0.158870204
-0.30851285,-0.158870204,-0.007342821
-0.158870204,-0.007342821,0.145705911
-0.007342821,0.145705911,0.299905071
0.145705911,0.299905071,0.454877053
0.299905071,0.454877053,0.610238456
0.454877053,0.610238456,0.765600981
0.610238456,0.765600981,0.92057236
0.765600981,0.92057236,1.074757308
0.92057236,1.074757308,1.227758484
1.074757308,1.227758484,1.379177474
1.227758484,1.379177474,1.528615791
1.379177474,1.528615791,1.675675879
1.528615791,1.675675879,1.819962134
1.675675879,1.819962134,1.961081931
1.819962134,1.961081931,2.098646656
1.961081931,2.098646656,2.232272742
2.098646656,2.232272742,2.361582706
2.232272742,2.361582706,2.486206185
2.361582706,2.486206185,2.605780971
2.486206185,2.605780971,2.719954039
2.605780971,2.719954039,2.828382564
2.719954039,2.828382564,2.930734935
2.828382564,2.930734935,3.026691747
2.930734935,3.026691747,3.115946787
3.026691747,3.115946787,3.198207993
3.115946787,3.198207993,3.273198393
3.198207993,3.273198393,3.340657026
3.273198393,3.340657026,3.400339825
3.340657026,3.400339825,3.452020469
3.400339825,3.452020469,3.495491205
3.452020469,3.495491205,3.530563619
